"datatype","label","instanceType","uuid:ID","id","isEnabled","isRequired","name"
"","LBFAST","BiomedicalConceptProperty","5dc057ad-bd92-4898-a5c5-7995c940c67b","BiomedicalConceptProperty_59","True","True","LBFAST"
"","LBTESTCD","BiomedicalConceptProperty","1f29dda0-af53-48a6-9ad3-2d0722a2c594","BiomedicalConceptProperty_60","True","True","LBTESTCD"
"float","LBORRES","BiomedicalConceptProperty","747da52e-48de-488d-8c66-2e320eaeee84","BiomedicalConceptProperty_61","True","True","LBORRES"
"","LBORRESU","BiomedicalConceptProperty","520ae900-312b-47cf-aa02-ce30b1bedc69","BiomedicalConceptProperty_62","True","True","LBORRESU"
"","LBSPEC","BiomedicalConceptProperty","110a5e52-b07c-411e-8a1b-5e0eca6fb8e5","BiomedicalConceptProperty_63","True","True","LBSPEC"
"","LBFAST","BiomedicalConceptProperty","5016cc15-2186-460c-933c-3072194458ae","BiomedicalConceptProperty_64","True","True","LBFAST"
"","LBTESTCD","BiomedicalConceptProperty","cb74bd75-4da0-4071-a9c6-0250434229ad","BiomedicalConceptProperty_65","True","True","LBTESTCD"
"float","LBORRES","BiomedicalConceptProperty","9ca96022-45b2-4b4f-af70-10c183d143f0","BiomedicalConceptProperty_66","True","True","LBORRES"
"","LBORRESU","BiomedicalConceptProperty","c21af1b3-8fff-4902-a0c6-762457f1e9e6","BiomedicalConceptProperty_67","True","True","LBORRESU"
"","LBSPEC","BiomedicalConceptProperty","df0bae74-e4ff-434b-8a70-b6c0d3ba78e3","BiomedicalConceptProperty_68","True","True","LBSPEC"
"","LBFAST","BiomedicalConceptProperty","696f536d-4147-44dc-87ef-ac6720ff9ddf","BiomedicalConceptProperty_69","True","True","LBFAST"
"","LBTESTCD","BiomedicalConceptProperty","a080e860-6ea4-4789-a591-e5b4a3251e0c","BiomedicalConceptProperty_70","True","True","LBTESTCD"
"float","LBORRES","BiomedicalConceptProperty","491aa6e9-b359-4dd5-b281-f72bf7ad9320","BiomedicalConceptProperty_71","True","True","LBORRES"
"","LBORRESU","BiomedicalConceptProperty","4c887bca-922d-4b8b-8fd9-1991f210449a","BiomedicalConceptProperty_72","True","True","LBORRESU"
